[156.041217,171.158954]
[22.610030,58.875924]
[36.330969,119.125111]
[8.218404,179.339644]
[3.238581,154.513201]
[47.824245,136.677036]
[36.232786,67.220019]
[147.523703,172.451714]
[]
[]
[4.817566,150.330548]
[]
[28.348980,92.746217]
[]
[26.111588,142.491315]
[121.418651,152.016881]
[52.761093,55.989339]
[11.938508,89.560561]
[1.514888,61.856755]
[76.156519,162.532617]
[]
[]
[]
[64.234107,96.451839]
[74.340693,99.473927]
[22.010951,69.655476]
[31.079295,126.214094]
[29.928517,72.726509]
[94.548645,114.730478]
[65.008762,168.522320]
[10.135428,126.761805]
[117.344245,162.695462]
[137.992084,166.929284]
[0.853735,15.312824]
[53.057908,61.226447]
[19.793202,159.953277]
[]
[61.636263,123.453346]
[44.486936,46.474752]
[]
[]
[2.070867,119.949517]
[]
[4.144205,125.242366]
[29.927360,41.403155]
[159.240492,174.878853]
[11.839781,144.589545]
[36.137487,141.065878]
[25.626519,29.800850]
[90.000000,158.700383]
[98.212216,146.875228]
[33.887471,39.166313]
[]
[128.508510,148.607626]
[94.697276,139.561621]
[151.015831,163.376704]
[106.142379,136.817118]
[105.572562,153.262226]
[]
[61.846322,175.173897]
[61.159653,107.183481]
[]
[111.652738,147.129783]
[16.346143,58.636095]
[118.287801,148.638944]
[]
[110.648715,153.659511]
[]
[90.282207,96.202502]
[66.004322,153.282485]
[7.248744,171.865081]
[]
[72.248038,130.589452]
[29.713296,42.940356]
[148.295417,155.533976]
[35.620313,61.973365]
[36.902927,76.600051]
[13.066289,39.505742]
[]
[11.900435,64.131314]
[]
[21.403171,47.100106]
[39.004997,138.517198]
[]
[16.977357,65.558733]
[22.076089,66.569711]
[42.995460,134.400634]
[67.513243,150.926304]
[28.899053,86.764061]
[86.038820,130.711670]
[88.839202,153.497414]
[17.638726,145.040658]
[66.625409,67.869790]
[]
[]
[27.342803,72.658486]
[155.169586,155.255993]
[92.798299,126.206598]
[(750.275473,281.887908),(1052.320293,687.229441)]
[(-1123.690558,-1552.936150),(-527.338023,253.587850)]
[(372.538257,-1014.130786),(1170.946767,149.161251)]
[(-216.365723,-866.443214),(73.647451,83.876773)]
[(-1589.147233,273.495070),(-598.734234,973.904786)]
[]
[]
[]
[(753.406842,1183.709022),(1105.428574,660.268012)]
[(273.671328,184.513323),(802.114564,1565.381352)]
[]
[(251.578777,-198.092046),(796.331525,-547.738312)]
[(85.408245,-46.252542),(957.127022,667.829301)]
[(327.982411,-1785.961060),(627.383053,-1836.951879)]
[(747.528340,-719.117832),(1107.039050,-806.623371)]
[]
[]
[(-1200.280990,27.911251),(53.775610,1036.608951)]
[(-279.473407,42.372082),(307.350223,-77.716298)]
[(-736.782171,1541.091332),(-489.454110,1544.890534)]
[(310.274978,-519.534762),(501.027687,-810.427973)]
[]
[]
[(-239.206033,1352.376521),(11.496689,400.432851)]
[]
[]
[(33.927758,-1468.496087),(85.497213,6.390319)]
[]
[(-149.839227,252.666682),(26.851021,-1219.277077)]
[(452.910218,-65.143119),(996.795913,-867.298558)]
[(220.149080,226.605375),(517.121281,243.401637)]
[(-1818.724347,-264.841103),(-151.075293,-159.858854)]
[(296.942168,371.157885),(669.054983,574.157574)]
[(286.029253,-408.267501),(548.041495,-631.405523)]
[]
[(132.322305,-477.432886),(904.068405,-134.893173)]
[(21.036227,245.694611),(1144.212249,-300.341733)]
[(-1019.822827,1137.749469),(34.873789,583.943136)]
[(725.488415,-451.608813),(1469.851924,-13.689777)]
[(-1902.845552,-153.700091),(-674.850980,-1225.239058)]
[(-1329.657879,-330.476191),(-344.446642,-497.484933)]
[]
[(202.040516,651.115775),(780.302603,-1204.878259)]
[(838.605498,312.738181),(1198.931872,552.955764)]
[(-390.201550,-243.062500),(172.822642,-535.723590)]
[(310.941729,133.116879),(1227.042414,-246.141265)]
[(-1267.169320,1616.110455),(-607.173720,1764.303911)]
[(-1424.470702,915.993203),(-336.881758,-301.657924)]
[]
[(-659.022863,-341.018928),(-593.528150,77.623279)]
[(-942.377983,186.370366),(-720.909043,1371.575239)]
[(-768.864466,387.205168),(832.777790,960.574141)]
[(914.460336,-455.452633),(1225.746681,-1033.696570)]
[]
[(-555.509704,-856.229597),(-347.916849,-864.804861)]
[(-908.758307,279.011404),(179.122832,-251.733842)]
[]
[(230.249835,89.538229),(828.102219,-730.111553)]
[(718.253015,439.734753),(722.504835,1465.273714)]
[(797.507302,442.513811),(913.362359,838.603445)]
[]
[(78.370944,-1324.200750),(789.475071,-378.610674)]
[(441.922421,-163.038828),(1170.750465,-559.388293)]
[]
[]
[(115.138197,522.693464),(298.708846,556.172077)]
[(-1312.569957,510.500368),(69.478848,-744.641380)]
[(-338.215695,-219.399660),(-127.039843,-1316.958367)]
[(177.411010,-511.667001),(742.492463,-930.685396)]
[(572.050721,-661.247910),(776.597330,120.647998)]
[(393.321728,586.722842),(525.776415,181.200339)]
[(-1503.554966,736.078856),(210.072227,795.980930)]
[(-833.160880,-148.022157),(-779.461217,-1302.564918)]
[]
[(-1046.116787,-616.252948),(-747.279228,-1329.947354)]
[]
[(-11.270922,240.973845),(336.584866,-1526.068235)]
[]
[(639.456575,-897.161723),(742.967427,-994.395142)]
[(502.542680,95.312987),(795.355517,-106.085111)]
[(162.932270,132.744956),(244.791581,-979.018713)]
[(-965.941191,-1009.283181),(17.676540,-897.572986)]
[(-793.411822,1119.525236),(718.424769,234.970748)]
[(573.705034,99.951463),(1242.947089,569.220792)]
[(-771.240871,67.847555),(27.544618,219.974463)]
[(-198.989709,392.646216),(1552.280895,-1.590812)]
[(-1493.531998,653.695668),(-857.826706,-81.276945)]
[(-305.663201,-631.243322),(588.165252,-344.601783)]
[(-733.050045,468.020449),(133.187646,524.339308)]
[(-1605.851441,-128.995145),(-227.295759,-83.628663)]
[(-224.428977,-610.158677),(-184.791988,-536.510595)]
[(114.642904,-472.169612),(1725.001552,-564.161845)]
[(-221.082291,-977.073414),(876.516717,-772.370225)]
[(147.192566,-382.436165),(250.959888,-867.610159)]
[(-374.817279,-419.534338),(243.891183,-983.439981)]
[]
[(71.155984,190.891651),(99.682884,692.150039)]
[(-389.312704,810.386971),(690.792150,301.123357)]
[(8.488183,766.873114),(81.023380,600.165103)]
[]
[(-1178.593444,-326.591241),(-577.643759,179.218113),(-552.314311,-800.677811),(48.635375,-294.868456)]
[(-1543.992266,174.547476),(-716.006258,-465.229121),(-654.615822,725.804645),(173.370186,86.028048)]
[(-5799.257605,-55.484815),(-3136.533156,486.679112),(-3083.066201,-135.155828),(-420.341752,407.008099)]
[(-561.019649,396.256777),(303.910099,930.478092),(397.438069,57.354600),(1262.367817,591.575915)]
[(332.234257,1100.206396),(396.124230,835.002735),(436.037817,1352.475560),(499.927790,1087.271899)]
[(-1140.169451,-511.413269),(-897.201743,-340.789878),(-845.032011,-543.655174),(-602.064303,-373.031783)]
[(-870.123840,1814.638373),(-790.422439,1498.343049),(-658.974621,1566.020086),(-579.273220,1249.724762)]
[(-2018.646641,-2119.959250),(-1455.249575,198.281137),(-315.873136,-448.966391),(247.523930,1869.273997)]
[(-340.943328,98.256791),(-209.611158,372.691467),(-71.951336,-43.890451),(59.380835,230.544225)]
[(237.517707,94.486691),(504.375461,790.355348),(963.801378,-72.720605),(1230.659132,623.148053)]
[(155.521587,414.246967),(517.529082,1435.802362),(678.480166,-535.036540),(1040.487660,486.518855)]
[(574.193783,-301.031785),(1874.314908,-979.666438),(2035.128191,-172.460455),(3335.249316,-851.095108)]
[(156.272936,317.218911),(664.715171,841.945773),(876.983252,437.337297),(1385.425488,962.064159)]
[(-1051.432363,198.552200),(-666.973380,-495.769248),(-310.534738,483.089878),(73.924246,-211.231570)]
[(452.760864,814.424647),(483.641170,825.761421),(485.529769,811.541136),(516.410075,822.877911)]
[(-11351.742049,-1359.442786),(-4984.226750,-172.876282),(-4875.795900,-1483.186980),(1491.719398,-296.620476)]
[(-1747.848136,-119.916601),(-172.507554,1427.404089),(360.267537,-776.991616),(1935.608119,770.329074)]
[(-640.762208,-152.866417),(-120.298649,-1140.596982),(205.009985,575.943150),(725.473543,-411.787416)]
[(-141.062114,67.904064),(176.549802,749.536943),(610.914473,62.253967),(928.526389,743.886846)]
[(-3326.207838,-3034.078282),(-1868.141866,-693.113065),(-708.083310,-2167.188160),(749.982662,173.777057)]
[(-5386.296384,9488.006732),(-3549.633360,5551.799526),(-2890.913351,5932.711842),(-1054.250327,1996.504636)]
[(334.287741,45.095757),(2772.651099,787.206344),(2851.773198,-353.164167),(5290.136556,388.946421)]
[(-653.466118,713.954015),(-619.763311,890.107353),(-487.663216,782.329998),(-453.960409,958.483336)]
[(-370.675291,535.695712),(96.862773,-921.125793),(887.451566,1406.349231),(1354.989630,-50.472274)]
[(-1524.904076,-13745.877698),(-1306.485871,-9073.859017),(-1017.222521,-9096.391220),(-798.804316,-4424.372539)]
[(-9245.619680,-1683.016783),(-6498.761411,-1106.193921),(-6445.533749,-1489.435423),(-3698.675480,-912.612561)]
[(-565.219933,1746.868781),(-122.627542,-103.608001),(883.647490,2980.130933),(1326.239881,1129.654151)]
[(-864.123206,1.760758),(-392.317737,834.411710),(-254.702906,-736.151774),(217.102563,96.499177)]
[(146.068334,-1079.374366),(694.811767,1608.673175),(1786.995113,1119.279369),(2335.738546,3807.326910)]
[(-923.172213,539.269980),(1434.517140,-2880.043098),(2147.209086,-2257.721204),(4504.898440,-5677.034282)]
[(-86571.021553,-644808.106884),(-48633.862613,-360146.767427),(-47926.237387,-360241.968936),(-9989.078447,-75580.629479)]
[(-1013.743547,-138.840853),(99.192614,1089.179947),(510.928853,-788.483876),(1623.865014,439.536924)]
[(-1654.651419,-2134.057462),(85.957704,925.101580),(567.846026,595.169401),(2308.455149,3654.328443)]
[(311.269440,-88.760254),(501.842422,221.564670),(615.631313,-288.718926),(806.204295,21.605998)]
[(-15230.270918,33175.992966),(-7976.466399,15041.481668),(-6495.533601,15706.518332),(758.270918,-2427.992966)]
[(400.033122,796.818297),(694.921445,1077.990884),(803.277630,855.222187),(1098.165953,1136.394775)]
[(-1209.296341,-735.475497),(-1064.924106,-255.064440),(-712.702580,-806.417463),(-568.330345,-326.006405)]
[(914.281549,493.576728),(994.124254,858.917588),(1180.494400,756.216252),(1260.337104,1121.557111)]
[(522.975222,-513.984270),(703.214574,-723.650454),(761.583890,-374.298779),(941.823241,-583.964963)]
[(-973.219636,-154.318724),(13.242999,1793.366563),(134.081581,-2035.932532),(1120.544215,-88.247245)]
[(-1631.486213,-430.378577),(4452.736986,942.714596),(4582.396250,-969.657290),(10666.619448,403.435883)]
[(-7299.360946,-911.630617),(4699.813610,1653.513587),(4817.274602,1024.163228),(16816.449158,3589.307432)]
[(-684.099948,-2152.359192),(-609.382632,-1095.247531),(151.899213,-1501.073430),(226.616529,-443.961769)]
[(-839.901663,1423.008182),(-58.360579,-579.506520),(807.059942,41.563623),(1588.601026,-1960.951079)]
[(-609.199238,-5704.970354),(116.655546,2239.107011),(1266.093120,2048.642283),(1991.947905,9992.719648)]
[(-2931.467930,1001.076376),(-970.330345,92.636898),(-770.300438,1027.114538),(1190.837147,118.675060)]
[(578.484714,699.251577),(1227.104125,1562.333857),(1481.283499,1291.343222),(2129.902909,2154.425502)]
[(-202.316734,349.376025),(1627.883133,-1734.096970),(2325.284413,-791.555048),(4155.484280,-2875.028043)]
[(-489.824650,480.716948),(83.876997,203.001501),(138.532004,587.615798),(712.233651,309.900351)]
[(1424.801566,771.210563),(2103.445921,1484.435522),(2395.505979,935.469340),(3074.150334,1648.694299)]
[(251.507708,-147.751084),(648.986043,-1038.982785),(927.425582,556.108277),(1324.903917,-335.123424)]
[(-937.997664,930.360257),(45.878742,-196.193091),(526.904726,1232.347368),(1510.781132,105.794020)]
[(-729.849275,1242.015158),(-580.100872,-0.787280),(492.814673,1510.483697),(642.563075,267.681258)]
[(-3089.837151,6008.230697),(-1896.248430,1245.352627),(-116.745125,2100.496654),(1076.843596,-2662.381416)]
[(230.006446,649.373904),(250.595941,-300.030580),(1169.180607,789.889731),(1189.770102,-159.514753)]
[(-1229.726919,-1896.899231),(-315.479499,1516.891631),(1050.402372,803.253877),(1964.649793,4217.044739)]
[(-418.026183,-161.053028),(-141.359445,-1357.636672),(483.176671,673.327170),(759.843409,-523.256474)]
[(-2697.363444,-32808.053153),(-1580.298548,-11740.601177),(-361.888219,-11840.675582),(755.176676,9226.776394)]
[(-963.173997,-249.645025),(207.356239,1409.688250),(1060.146201,-77.298499),(2230.676438,1582.034776)]
[(241.879135,-403.238353),(276.962548,400.171814),(1044.688113,-356.371667),(1079.771527,447.038500)]
[(-950.269981,-834.197193),(-680.423024,-1763.843359),(-239.177959,-177.381000),(30.668998,-1107.027166)]
[(-822.123824,650.540303),(-463.445659,-789.656734),(391.305904,1505.178137),(749.984069,64.981100)]
[(-481.330446,1172.581160),(292.971089,2653.017730),(355.987818,-273.148216),(1130.289353,1207.288353)]
[(-1947.235217,1657.727330),(-1012.915865,75.885154),(-186.245228,1134.189766),(748.074124,-447.652411)]
[(-914.835837,56.724265),(-119.876328,-2012.268592),(-7.845761,2079.114205),(787.113748,10.121347)]
[(784.203036,-3495.406052),(968.766815,-4858.740382),(1298.054785,-4771.611624),(1482.618564,-6134.945954)]
[(-564.052590,-155.364424),(-355.378470,248.164339),(-128.203061,-283.487564),(80.471059,120.041198)]
[(-1600.430432,265.683529),(-827.499733,-1323.397662),(-437.001640,1595.734033),(335.929060,6.652842)]
[(-1773.978712,2129.788502),(-1340.688526,1012.862690),(-901.868359,1308.395060),(-468.578173,191.469247)]
[(-1882.734234,-906.695641),(-655.307161,631.830460),(41.525049,-1320.055043),(1268.952122,218.471058)]
[(-2694.073579,-3509.285023),(-493.409551,965.398500),(1116.530620,-292.918994),(3317.194647,4181.764530)]
[(-908.346172,851.129002),(-870.915085,103.287094),(-166.500228,952.781362),(-129.069142,204.939453)]
[(-1380.856000,602.453959),(-300.724976,-536.255599),(187.069077,672.834636),(1267.200100,-465.874922)]
[(-915.410465,197.792905),(-322.786084,812.319982),(-99.676075,-54.049486),(492.948306,560.477591)]
[(-1565.893200,204.467544),(-686.546974,-1772.475341),(-273.651302,1939.882144),(605.694924,-37.060741)]
[(-2191.979209,2666.428127),(-1771.906580,1643.482033),(-1307.526952,2002.633031),(-887.454323,979.686937)]
[(-1064.111961,-96.407869),(-568.512910,1466.922470),(289.231497,-1022.734837),(784.830548,540.595502)]
[(491.876865,-630.527252),(518.553789,-924.553354),(630.912054,-370.081052),(657.588979,-664.107154)]
[(-858.599700,-342.685717),(-554.273495,-1130.643837),(-308.658559,298.451694),(-4.332354,-489.506426)]
[(-100.192653,810.654715),(-92.294385,515.143915),(101.650023,594.671961),(109.548291,299.161161)]
[(255.855571,12.410189),(456.596096,-351.295804),(601.694302,242.571827),(802.434826,-121.134166)]
[(-3121.415161,793.669005),(388.627218,-1244.320359),(927.631704,512.568262),(4437.674083,-1525.421101)]
[(-185.964013,-121.333934),(-12.111222,168.828823),(42.022095,-371.217012),(215.874886,-81.054256)]
[(-1650.310449,1576.840001),(-976.215271,-155.283831),(184.156696,1875.817544),(858.251874,143.693712)]
[(118.719275,535.126432),(123.629020,603.965151),(178.405665,500.479503),(183.315410,569.318222)]
[(-218.256766,-38.213914),(165.698439,276.363247),(232.923613,-245.135774),(616.878819,69.441387)]
[(-2702.393599,422.441623),(-92.605417,-994.818348),(230.842150,886.928678),(2840.630332,-530.331293)]
[(-894.328212,-518.717308),(-579.060368,3635.746816),(-15.992625,-4591.491862),(299.275220,-437.027738)]
[(-235.748310,418.364582),(-99.959115,270.767631),(-44.760814,479.580118),(91.028381,331.983167)]
[(-893.923657,-68.218820),(-446.130946,1691.505908),(909.437820,-280.437601),(1357.230532,1479.287127)]
[(-1201.325978,1306.868166),(-1061.254666,3228.594199),(338.552461,148.668998),(478.623773,2070.395031)]
[(-937.206295,1444.189315),(-647.431986,-328.053559),(826.460041,1106.113865),(1116.234349,-666.129009)]
[(1886.245536,2157.604747),(8433.210483,10146.373210),(8580.581519,10023.292086),(15127.546465,18012.060549)]
[(-1861.691556,1307.521928),(-615.125944,315.841835),(-275.406854,1162.414804),(971.158757,170.734710)]
[(-1513.603408,-481.379347),(-918.863628,1233.928079),(286.521269,-717.061585),(881.261049,998.245841)]
[(-137.306418,1071.575627),(-113.962395,219.518797),(597.120830,1504.198330),(620.464853,652.141500)]
[(-772.172219,-27.224282),(372.395182,1415.925919),(1047.220947,-314.496887),(2191.788348,1128.653314)]
[(-1298.337458,-1294.755770),(2411.556184,2691.710921),(3186.064542,1794.801839),(6895.958184,5781.268529)]
[(55.931430,778.326613),(411.803206,485.205174),(441.968872,1030.398017),(797.840648,737.276578)]
[(-1352.008805,34.395351),(-488.519944,-969.473570),(-153.910989,598.245906),(709.577873,-405.623016)]
[(-1360.333134,-555.972499),(579.702312,5.449137)]
[(-1272.806162,380.562852),(170.324346,-1012.755458)]
[(-574.005460,542.116463),(1332.871820,-412.110795)]
[(-86.139313,720.121545),(1542.546613,473.498939)]
[(-466.041539,706.411444),(1265.146288,515.471610)]
[(-566.856321,-1034.122989),(658.233720,765.473944)]
[(-417.223363,1015.427055),(350.112955,-564.849549)]
[(-1184.817719,753.426280),(1121.504781,1018.755417)]
[]
[]
[(-205.452211,-427.846530),(1006.159900,631.877607)]
[]
[]
[(13.969442,254.481904),(1684.690651,87.037685)]
[(-1649.134536,391.719127),(24.996255,235.447627)]
[(-1605.118468,-1481.514391),(962.539600,-605.839096)]
[(-106.739638,418.940262),(1281.275708,-68.935430)]
[(560.585971,111.467201),(735.937287,-1690.005286)]
[(-74.924335,621.333865),(1247.976897,-1511.166229)]
[(-853.150097,-755.052255),(-193.712388,481.834250)]
[(-564.287497,-1157.596325),(1479.352208,1208.258711)]
[(-1212.502655,-49.635340),(-380.002133,-1061.220276)]
[(-1207.080857,-126.823794),(-14.800334,1549.556445)]
[(-266.244623,-901.940636),(-26.757151,-244.252679)]
[(-45.948291,625.213733),(799.865940,-153.168459)]
[(-884.044688,-1414.746112),(667.995467,449.302116)]
[(-863.325691,557.884074),(447.016610,-320.521609)]
[(-517.852633,1526.138752),(-476.008962,13.017617)]
[(-64.526016,-500.537156),(675.726196,-221.147432)]
[(-856.476389,-1165.981194),(631.131704,511.064491)]
[(247.076589,-1837.854364),(515.074777,79.966818)]
[(-268.628510,-611.524190),(63.741619,-104.483832)]
[(-1198.283487,993.008474),(253.356858,-944.003141)]
[(-575.044054,1284.970415),(361.843012,-688.835928)]
[(-1476.378269,-602.491616),(-180.207896,545.681403)]
[(-749.074750,-1255.880959),(585.437828,1103.692005)]
[]
[(382.349461,0.715946),(1592.948593,35.344067)]
[]
[]
[(-58.207185,4.579821),(205.355033,-801.551879)]
[(-1045.142424,-1921.904881),(839.059873,551.110634)]
[(-512.853899,-373.537593),(739.285935,145.958052)]
[(-440.443782,267.636527),(718.958427,1124.689495)]
[(605.935264,-855.775891),(774.135261,-221.727863)]
[(-800.749845,349.200051),(-22.135516,-219.623341)]
[(-784.467917,207.571457),(983.981332,-424.391651)]
[(599.147172,-567.652014),(1246.905457,-460.009828)]
[(-1353.997234,-878.406438),(203.845796,285.960776)]
[(-1269.692787,1215.412905),(1065.948313,-747.203845)]
[(-137.999861,83.387739),(-133.522379,-850.167222)]
[(-824.159531,342.116900),(484.090985,-935.446258)]
[]
[]
[]
[(-348.535279,955.462273),(881.899055,-1271.656338)]
[]
[]
[(-642.697293,-348.781614),(-190.280730,-785.686753)]
[(389.213939,979.605107),(728.382147,-555.216686)]
[(503.287329,876.534151),(1121.074327,-1352.570425)]
[(-522.093577,-515.913159),(1334.883785,-685.693946)]
[]
[(-275.359475,-202.300404),(258.003383,-1482.786332)]
[]
[]
[(-17.432998,-113.892932),(1220.178437,115.533731)]
[]
[(417.178489,859.985883),(1061.583292,109.287505)]
[]
[]
[(-941.978328,-253.200764),(-584.094169,20.525363)]
[(-935.033064,568.407448),(906.474153,-275.416355)]
[(407.060745,70.466132),(733.333324,15.462326)]
[]
[]
[(-1091.535253,-535.189871),(841.754168,806.195186)]
[(-385.806048,-490.223824),(475.053206,1917.382544)]
[(-426.044960,920.565789),(913.445761,-1575.319800)]
[(-531.779254,165.081014),(102.457905,-580.482162)]
[(215.658561,101.550269),(468.896092,-845.149450)]
[(-324.595876,-826.153632),(221.267392,277.654385)]
[(-726.090592,1016.491817),(761.362082,-1171.912581)]
